scenario,year,region,input,FiberCrop_withdrawal,Rice_withdrawal,Wheat_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_Rice_withdrawal,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_Wheat_withdrawal,cluster_FiberCrop_withdrawal_MiscAll_withdrawals,cluster_Rice_withdrawal_SugarCrop_withdrawal,cluster_Rice_withdrawal_Wheat_withdrawal,cluster_Rice_withdrawal_MiscAll_withdrawals,cluster_SugarCrop_withdrawal_Wheat_withdrawal,cluster_SugarCrop_withdrawal_MiscAll_withdrawals
ssp_socio4_ag1_gwmed_exp_hadgem_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00855384,28.2475,0.01760095,4.617229999999998,4.219224560999999,0.01385246,4.17955,0.0224753,0.001741328,0.0016054729999999,2,2,2,1,1,1,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag1_gwmed_exp_ipsl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00790871,26.5594,0.01652451,4.34534,3.9212289809999996,0.01317895,3.88364,0.0212736,0.001630664,0.001505767,2,2,3,1,1,1,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag1_gwmed_exp_miroc_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.0087435,28.8678,0.0182137,4.7474300000000005,4.418681407999999,0.01407315,4.378159999999999,0.0229026,0.0018021979999999,0.00174346,2,2,4,1,1,1,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag1_gwmed_exp_noresm_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00853963,28.7045,0.01793596,4.70364,4.305722749,0.01428633,4.2649300000000006,0.0230557,0.001805153,0.001645566,2,2,5,1,1,1,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag1_gwmed_rs_gfdl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.0085785799999999,28.1828,0.01778422,4.51864,4.249277555000001,0.01372014,4.2102,0.0220766,0.001704171,0.001576644,2,1,1,1,1,1,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag1_gwmed_rs_hadgem_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.0086787,28.2523,0.01769909,4.62031,4.271487264000001,0.01377296,4.232130000000001,0.0222395,0.00172078,0.001624024,2,1,2,1,1,1,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag1_gwmed_rs_ipsl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00796876,26.8832,0.01670856,4.37947,4.076794432000001,0.01313004,4.03927,0.02121709,0.0016268779999999,0.001550424,2,1,3,1,1,1,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag1_gwmed_rs_miroc_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00884601,29.1533,0.01849865,4.76668,4.4656835280000005,0.01399432,4.42539,0.0228646,0.001779781,0.001654827,2,1,4,1,1,1,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag1_gwmed_rs_noresm_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00865239,28.6655,0.01823157,4.78249,4.426963475,0.01436838,4.38584,0.0232590999999999,0.001815415,0.00168058,2,1,5,1,1,1,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwhi_exp_gfdl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01023279,27.8793,0.01702043,4.12795,3.9768046730000006,0.01398576,3.93712,0.0224946,0.001711724,0.001492589,3,2,1,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwhi_exp_hadgem_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01040194,28.198,0.0170157599999999,4.31463,4.139568035,0.0141370499999999,4.0994,0.0226406,0.00173158,0.001658805,3,2,2,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwhi_exp_ipsl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00955625,26.7564,0.0161272,4.0344,3.8523128829999997,0.01351422,3.8142,0.02147416,0.001633475,0.001491028,3,2,3,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwhi_exp_miroc_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01052269,28.7237,0.017595,4.35716,4.153436729,0.01426884,4.11261,0.0232159,0.001779815,0.001562174,3,2,4,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwhi_exp_noresm_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01026766,28.6111,0.01732166,4.33782,4.142230867,0.01446675,4.10105,0.02336,0.0017911079999999,0.001563009,3,2,5,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwhi_rs_gfdl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01023665,28.1517,0.01721555,4.16868,4.045427109999999,0.01392398,4.00583,0.0224722999999999,0.001703004,0.001497826,3,1,1,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwhi_rs_hadgem_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01026364,28.4393,0.01720173,4.2961,4.0960197890000005,0.01400978,4.05595,0.0228000999999999,0.001727135,0.001532774,3,1,2,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwhi_rs_ipsl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00959852,27.1325,0.0163010499999999,4.063079999999999,3.939832289,0.0134862,3.9016,0.02155411,0.001633886,0.001558093,3,1,3,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwhi_rs_miroc_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01052908,29.0047,0.0178262,4.40116,4.2311035939999995,0.01420414,4.19037,0.0231907999999999,0.001771257,0.001567397,3,1,4,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwhi_rs_noresm_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01025902,28.8985,0.01760351,4.35208,4.1587583189999995,0.0143631,4.1177600000000005,0.0233148,0.001783579,0.00153684,3,1,5,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwlo_exp_gfdl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01023557,27.8926,0.01702556,4.136080000000001,4.040250373999999,0.01398458,4.00057,0.022479,0.001710311,0.001506483,1,2,1,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwlo_exp_hadgem_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01026835,28.2198,0.01709837,4.27006,4.111774073,0.01406824,4.07164,0.0227919,0.001733945,0.001539988,1,2,2,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwlo_exp_ipsl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00958032,26.6752,0.0161866,4.0505,3.8435246779999996,0.01353972,3.80517,0.02170396,0.0016459229999999,0.001465075,1,2,3,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwlo_exp_miroc_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.0105487,28.7462,0.01764649,4.3452,4.230782201,0.01424846,4.19,0.0231879,0.001777917,0.0015679239999999,1,2,4,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwlo_exp_noresm_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01029558,28.6261,0.01734487,4.32426,4.154760329,0.01444467,4.11361,0.0233529,0.001790477,0.001562282,1,2,5,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwlo_rs_gfdl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01025326,28.176,0.0172696099999999,4.171869999999999,4.1451617149999995,0.01392123,4.105589999999999,0.0224381,0.001702215,0.00151017,1,1,1,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwlo_rs_hadgem_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.0102759,28.4992,0.01731882,4.28492,4.206747599,0.01401856,4.16673,0.0227296,0.0017263089999999,0.00154313,1,1,2,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwlo_rs_ipsl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00965626,27.1326,0.01635195,4.070930000000001,3.9092444599999996,0.01346065,3.87075,0.02189768,0.001628581,0.001507549,1,1,3,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwlo_rs_miroc_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01052662,29.0486,0.01789224,4.398619999999999,4.457755052,0.01421339,4.4170300000000005,0.02314,0.001768306,0.001603356,1,1,4,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwlo_rs_noresm_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01033998,28.7772,0.0176615,4.35586,4.334720481,0.01439113,4.29372,0.023232,0.00178462,0.001592731,1,1,5,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwmed_exp_gfdl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01022839,27.879,0.01699602,4.1366,3.9877417429999995,0.01400898,3.94806,0.022474,0.0017046,0.001494163,2,2,1,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwmed_exp_hadgem_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01026125,28.2008,0.01706844,4.27707,4.056433810000001,0.01408511,4.0162700000000005,0.0228114,0.001735014,0.001532286,2,2,2,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwmed_exp_ipsl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.00954257,26.7432,0.0161531299999999,4.04127,3.821034611,0.01346745,3.78277,0.0217084,0.0016366579999999,0.001452103,2,2,3,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwmed_exp_miroc_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01052742,28.7429,0.0176084099999999,4.35492,4.188358954,0.01426405,4.14755,0.0232015,0.00177819,0.0015652139999999,2,2,4,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwmed_exp_noresm_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.0102701,28.6147,0.01732704,4.33269,4.145782363,0.01446347,4.10461,0.0233561,0.0017919709999999,0.001560822,2,2,5,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwmed_rs_gfdl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01028096,28.2894,0.01721621,4.2026900000000005,4.216554337,0.01403518,4.17696,0.0222870999999999,0.001705309,0.001566748,2,1,1,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwmed_rs_hadgem_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01026608,29.4785,0.01753058,4.35571,4.191539071,0.01401006,4.152,0.022209,0.001756585,0.001563426,2,1,2,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwmed_rs_ipsl_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.0094812399999999,26.9927,0.01629994,4.08022,4.036122143000001,0.01340408,3.99774,0.02161582,0.001627648,0.001734595,2,1,3,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwmed_rs_miroc_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.0105411,29.022,0.01785538,4.39411,4.282866028999999,0.01419441,4.24216,0.0231691,0.0017703439999999,0.001572175,2,1,4,1,1,5,4,2,0,3,5,3,3,0,3,6
ssp_socio4_ag5_gwmed_rs_noresm_NDC_Tax_ffict,2100,Southeast Asia,water_td_irr_Mekong_W,0.01026354,28.7743,0.01753287,4.37132,4.2871137390000005,0.01443017,4.2459500000000014,0.0233094,0.001784559,0.00163961,2,1,5,1,1,5,4,2,0,3,5,3,3,0,3,6
