scenario,year,region,input,FiberCrop_withdrawal,Rice_withdrawal,Wheat_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_Rice_withdrawal,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_Wheat_withdrawal,cluster_FiberCrop_withdrawal_MiscAll_withdrawals
ssp_socio3_ag2_gwlo_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,3.802281,21.13525,6.2568,17.05919,16.090722,1.608307,9.18393,3.50127,1.038739,0.7584759999999999,1,1,2,2,1,2,3,5,7,4,2
ssp_socio3_ag2_gwlo_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,3.746435,20.87867,5.30546,16.74606,15.606141000000001,1.586561,8.85593,3.39625,1.03453,0.73287,1,1,3,2,1,2,3,5,7,4,2
ssp_socio3_ag2_gwlo_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,3.758219,20.70811,5.26722,16.55699,15.586746999999999,1.5806790000000002,8.86282,3.381,1.02986,0.732388,1,1,5,2,1,2,3,5,7,4,2
ssp_socio3_ag2_gwmed_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,3.665673,20.81196,5.52606,16.687620000000003,15.456572999999999,1.599657,8.66986,3.40965,1.040403,0.7370030000000001,2,2,1,2,1,2,3,5,7,4,2
ssp_socio3_ag2_gwmed_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,3.722977,21.00723,6.286670000000001,17.005129999999998,15.900544999999996,1.622568,8.947669999999997,3.51821,1.050967,0.76113,2,2,2,2,1,2,3,5,7,4,2
ssp_socio3_ag2_gwmed_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,3.683863,20.91944,6.25819,16.96687,15.734881999999997,1.620999,8.785919999999999,3.51945,1.050429,0.758084,2,2,3,2,1,2,3,5,7,4,2
ssp_socio3_ag2_gwmed_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,3.682419,20.807540000000003,5.1895,16.661179999999998,15.421922000000002,1.58851,8.673010000000001,3.38737,1.042602,0.73043,2,2,4,2,1,2,3,5,7,4,2
ssp_socio3_ag2_gwmed_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,3.693792,20.78819,6.18705,16.83033,15.709952999999999,1.613278,8.781179999999999,3.51134,1.046627,0.757528,2,2,5,2,1,2,3,5,7,4,2
ssp_socio3_ag2_gwmed_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,3.661908,20.76969,4.75495,16.579929999999997,15.246969000000002,1.574054,8.5973,3.32689,1.032397,0.7163280000000001,2,1,1,2,1,2,3,5,7,2,2
ssp_socio3_ag2_gwmed_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,3.728305,21.07599,6.28314,17.08427,16.041674,1.613399,9.11513,3.51101,1.0430549999999998,0.75908,2,1,2,2,1,2,3,5,7,4,2
ssp_socio3_ag2_gwmed_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,3.676028,20.85139,5.322419999999998,16.77244,15.570632,1.589113,8.80719,3.40424,1.03693,0.733159,2,1,3,2,1,2,3,5,7,4,2
ssp_socio3_ag2_gwmed_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,3.66936,20.6478,5.27873,16.58185,15.525932,1.5854549999999998,8.78483,3.3890300000000004,1.033918,0.732699,2,1,5,2,1,2,3,5,7,4,2
ssp_socio3_ag5_gwhi_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.12855,22.01363,5.9087,20.25438,17.845964,1.897234,9.84312,4.25516,1.144958,0.705492,3,2,1,2,1,5,3,5,5,4,2
ssp_socio3_ag5_gwhi_exp_hadgem_NDC_Tax_ffict,2100,India,water_td_irr_KrishnaR_W,4.14027,20.60309,5.1089400000000005,17.37201,16.22128,2.038522,8.76937,4.04639,0.8361069999999999,0.530891,3,2,2,1,1,5,3,5,7,2,2
ssp_socio3_ag5_gwhi_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.20752,22.34116,7.64094,20.969620000000003,18.851127,1.952171,10.49813,4.49152,1.160663,0.7486430000000001,3,2,2,2,1,5,3,5,5,7,2
ssp_socio3_ag5_gwhi_exp_ipsl_NDC_Tax_ffict,2100,India,water_td_irr_KrishnaR_W,3.9425,19.98148,4.71624,16.791359999999994,15.563562,1.986289,8.34201,3.91202,0.8108489999999999,0.5123939999999999,3,2,3,1,1,5,3,5,7,2,2
ssp_socio3_ag5_gwhi_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.0936200000000005,22.01622,6.405959999999999,20.52644,18.082336999999995,1.926195,9.94013,4.34002,1.156836,0.7191559999999999,3,2,3,2,1,5,3,5,5,4,2
ssp_socio3_ag5_gwhi_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.11795,21.8893,4.700419999999999,19.90135,17.297343,1.878767,9.49773,4.09628,1.1453570000000002,0.6792090000000001,3,2,4,2,1,5,3,5,5,2,2
ssp_socio3_ag5_gwhi_exp_noresm_NDC_Tax_ffict,2100,India,water_td_irr_KrishnaR_W,3.8813,19.387410000000006,3.3726300000000005,15.95589,14.617518,1.926783,7.74463,3.66609,0.803715,0.4763,3,2,5,1,1,5,3,5,7,5,2
ssp_socio3_ag5_gwhi_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.09184,21.8505,6.42225,20.36657,18.037976999999998,1.91958,9.91702,4.32866,1.152455,0.720262,3,2,5,2,1,5,3,5,5,4,2
ssp_socio3_ag5_gwhi_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.04157,21.55865,2.38512,19.15342,15.805925,1.812048,8.53675,3.71825,1.126161,0.612716,3,1,1,2,1,5,3,5,5,5,2
ssp_socio3_ag5_gwhi_rs_hadgem_NDC_Tax_ffict,2100,India,water_td_irr_KrishnaR_W,4.12956,20.71274,5.12563,17.57806,16.369481,2.0239700000000003,8.94652,4.04213,0.828268,0.528593,3,1,2,1,1,5,3,5,7,2,2
ssp_socio3_ag5_gwhi_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.20814,22.45496,7.639189999999998,21.21015,19.031927,1.94287,10.70408,4.48841,1.150469,0.7460979999999999,3,1,2,2,1,5,3,5,5,7,2
ssp_socio3_ag5_gwhi_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.07341,21.97768,5.24199,20.38704,17.739235,1.88543,9.83744,4.1814800000000005,1.143325,0.6915600000000001,3,1,3,2,1,5,3,5,5,4,2
ssp_socio3_ag5_gwhi_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.0668,21.72524,5.3608400000000005,20.16795,17.753019000000002,1.884529,9.85482,4.18008,1.1394540000000002,0.694136,3,1,5,2,1,5,3,5,5,4,2
ssp_socio3_ag5_gwlo_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.16439,22.04612,5.89522,20.23403,17.883554,1.900152,9.89378,4.24213,1.142325,0.7051669999999999,1,2,1,2,1,5,3,5,5,4,2
ssp_socio3_ag5_gwlo_exp_hadgem_NDC_Tax_ffict,2100,India,water_td_irr_KrishnaR_W,4.13346,20.57139,5.09977,17.355690000000006,16.317686000000005,2.033297,8.891110000000003,4.03169,0.8314539999999999,0.530135,1,2,2,1,1,5,3,5,7,2,2
ssp_socio3_ag5_gwlo_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.227530000000001,22.38007,7.63408,20.948220000000003,18.898528,1.949945,10.55734,4.48527,1.157897,0.7480760000000001,1,2,2,2,1,5,3,5,5,7,2
ssp_socio3_ag5_gwlo_exp_ipsl_NDC_Tax_ffict,2100,India,water_td_irr_KrishnaR_W,3.93764,19.82681,3.388,16.286260000000002,14.988847,1.958737,8.02319,3.71798,0.806333,0.4826069999999999,1,2,3,1,1,5,3,5,7,5,2
ssp_socio3_ag5_gwlo_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.12568,22.04607,6.39147,20.50642,18.127513,1.922913,9.99534,4.3356,1.154582,0.719078,1,2,3,2,1,5,3,5,5,4,2
ssp_socio3_ag5_gwlo_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.15826,21.90747,4.45547,19.77988,17.216268,1.870026,9.47658,4.05504,1.141107,0.6735150000000001,1,2,4,2,1,5,3,5,5,2,2
ssp_socio3_ag5_gwlo_exp_noresm_NDC_Tax_ffict,2100,India,water_td_irr_KrishnaR_W,3.94936,19.65625,4.863580000000001,16.490099999999998,15.660662,1.954375,8.525360000000001,3.86623,0.803752,0.510945,1,2,5,1,1,5,3,5,7,2,2
ssp_socio3_ag5_gwlo_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.135,21.88746,6.395919999999999,20.31351,18.138298,1.91262,10.04445,4.31492,1.147352,0.7189559999999999,1,2,5,2,1,5,3,5,5,4,2
ssp_socio3_ag5_gwlo_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.12018,21.52019,2.30095,19.07091,15.877823000000001,1.81437,8.63941,3.6909,1.121606,0.611537,1,1,1,2,1,5,3,5,5,5,2
ssp_socio3_ag5_gwlo_rs_hadgem_NDC_Tax_ffict,2100,India,water_td_irr_KrishnaR_W,4.17276,20.72732,5.222169999999999,17.52892,16.591318,2.043196,9.15522,4.03117,0.8293079999999999,0.532424,1,1,2,1,1,5,3,5,7,4,2
ssp_socio3_ag5_gwlo_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.25678,22.24746,6.537940000000001,20.82034,18.640662,1.938035,10.49795,4.336,1.144188,0.7244889999999999,1,1,2,2,1,5,3,5,5,4,2
ssp_socio3_ag5_gwlo_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.15319,22.02516,5.19005,20.342370000000003,17.79627,1.882775,9.92343,4.15994,1.139552,0.690573,1,1,3,2,1,5,3,5,5,2,2
ssp_socio3_ag5_gwlo_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.17582,21.68353,5.39254,20.11043,17.937541999999997,1.894349,10.05098,4.16196,1.133874,0.696379,1,1,5,2,1,5,3,5,5,4,2
ssp_socio3_ag5_gwmed_exp_gfdl_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.12847,22.01084,5.90664,20.24294,17.843625,1.902252,9.84858,4.24348,1.144084,0.705229,2,2,1,2,1,5,3,5,5,4,2
ssp_socio3_ag5_gwmed_exp_hadgem_NDC_Tax_ffict,2100,India,water_td_irr_KrishnaR_W,4.13574,20.59162,5.107749999999999,17.3031,16.300900000000002,2.038554,8.85877,4.0391200000000005,0.8335879999999999,0.530868,2,2,2,1,1,5,3,5,7,2,2
ssp_socio3_ag5_gwmed_exp_hadgem_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.20841,22.35758,7.642639999999999,20.96365,18.874948,1.95114,10.52813,4.48803,1.159311,0.7483369999999999,2,2,2,2,1,5,3,5,5,7,2
ssp_socio3_ag5_gwmed_exp_ipsl_NDC_Tax_ffict,2100,India,water_td_irr_KrishnaR_W,3.93135,19.89795,4.10802,16.55026,15.325010999999998,1.970049,8.223519999999999,3.82428,0.808175,0.498987,2,2,3,1,1,5,3,5,7,2,2
ssp_socio3_ag5_gwmed_exp_ipsl_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.10214,22.02566,6.40179,20.52036,18.101966,1.924398,9.96365,4.33859,1.156195,0.719133,2,2,3,2,1,5,3,5,5,4,2
ssp_socio3_ag5_gwmed_exp_miroc_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.12049,21.88683,4.62991,19.86938,17.266787,1.877101,9.4822,4.08526,1.144619,0.6776070000000001,2,2,4,2,1,5,3,5,5,2,2
ssp_socio3_ag5_gwmed_exp_noresm_NDC_Tax_ffict,2100,India,water_td_irr_KrishnaR_W,3.89294,19.45224,3.65018,16.07509,14.878704,1.930489,7.9521,3.709330000000001,0.803214,0.483571,2,2,5,1,1,5,3,5,7,5,2
ssp_socio3_ag5_gwmed_exp_noresm_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.09473,21.85575,6.41528,20.34511,18.105468,1.918621,9.99658,4.32072,1.150146,0.7194010000000001,2,2,5,2,1,5,3,5,5,4,2
ssp_socio3_ag5_gwmed_rs_gfdl_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.04494,21.56499,2.3290800000000003,19.12345,15.796381999999998,1.809624,8.543989999999999,3.70572,1.125368,0.61168,2,1,1,2,1,5,3,5,5,5,2
ssp_socio3_ag5_gwmed_rs_hadgem_NDC_Tax_ffict,2100,India,water_td_irr_KrishnaR_W,4.14387,20.76569,5.15249,17.53815,16.46738,2.027984,9.02837,4.05036,0.8303229999999999,0.530343,2,1,2,1,1,5,3,5,7,2,2
ssp_socio3_ag5_gwmed_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.20777,22.42407,7.50265,21.14144,18.997718,1.944585,10.69849,4.462359999999999,1.148487,0.743796,2,1,2,2,1,5,3,5,5,7,2
ssp_socio3_ag5_gwmed_rs_ipsl_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.08358,21.98635,5.22593,20.38418,17.74688,1.887405,9.84932,4.176480000000001,1.14252,0.691155,2,1,3,2,1,5,3,5,5,4,2
ssp_socio3_ag5_gwmed_rs_noresm_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,4.07365,21.73437,5.3604400000000005,20.16027,17.780465,1.884511,9.88497,4.17781,1.13864,0.694534,2,1,5,2,1,5,3,5,5,4,2
ssp_socio4_ag5_gwlo_rs_hadgem_NDC_Tax_uct,2100,India,water_td_irr_KrishnaR_W,3.5921700000000003,13.92388,8.48657,13.112329999999998,14.6967724,1.983827,6.24291,4.92052,1.34589,0.2036253999999999,1,1,2,2,1,5,4,7,3,7,2
